signatur;titel;laufzeit;geo_koordinate_x;geo_koordinate_y
11885;Trogwand der Kanalhauptbrücke über die Leine bei Seelze;1928;52.404102;9.583298
11445;Brücke Nr. 112 an der Chaussee, Garbsen-Havelse;1913;52.414128;9.610996
11545;Leinedamm bei Seelze;1914;52.401624;9.573672
11724;Baustelle der Brücke bei Letter;1912;52.391636;9.650913
11603;Sperrtor, Havelse;1913;52.413678;9.609769
11414;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1915;52.404752;9.584503
11898;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.401381;9.574272
11499;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1912;52.403148;9.815327
11937;Abbruch der Stützmauer der Stader Chausseebrücke;1935;;
11682;Dükerbau am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1915;;
11769;Betonieren der Sohle und Versetzen der Drainageröhren in der Sohle der Leineabstiegsschleuse, Hannover-Limmer;1913;52.384872;9.679944
11523;Brücke im Zuge des Misburger Dammes, Hannover-Misburg;1913;52.358994;9.866082
11430;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1914;52.403838;9.582352
11824;Ausschachtungsarbeiten am Harenberger Düker, Harenberg;1914;52.389836;9.623156
11626;Dükerbau, Hannover-Hainholz;1914;52.415579;9.716475
11835;Leinetal mit Kanalhauptbrücke und Flutbrücke bei Seelze;1914;52.403176;9.580977
11831;Eisenbetonbrücke, Hannover-Stöcken-Engelbostel;1914;52.422592;9.650815
11796;Leineauslass mit Untergraben bei Seelze;1913;52.401109;9.574365
11804;Tonverrutschungen in der Dichtungsschicht des Kanalbettes im Zweigkanal bei Seelze;1914;52.393863;9.569186
11609;Sperrtor, Havelse;1916;52.41402;9.6099
11495;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;;
11636;Dükerbau bei der Kanalstrecke, Hannover-Vahrenwald;1915;52.410348;9.731821
11585;Station 45 südlich der Flutbrücke bei Seelze;1915;52.399644;9.5683
11756;Gefundener Einbaum im Leinebett bei der Flussverlegung, Hannover-Limmer;1913;52.37752;9.712345
11976;Strassenbrücke Nr. 237 Podbielskistrasse, Hannover-Bothfeld;1938;52.405529;9.798974
11764;Steinpackung im Schleusenvorboden und Sohle der Torkammer im Unterhaupt der Leineabstiegsschleuse, Hannover-Limmer;1913;52.384628;9.680024
11698;Kanalbaustelle, Hannover-Vahrenwald;1915;52.409584;9.733516
11969;Uferbefestigung der Ihme, Hannover-Ricklingen;1937;52.343733;9.741024
11478;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.404542;9.808209
11621;Baugrube des Dükers für den Desbrockswiedegraben, Hannover-Stöcken;1914;52.422267;9.651602
11614;Düker im Köllingsmoorgraben, Havelse;1913;52.420804;9.636545
11492;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.40501;9.802883
11548;Station 44 bei Garbsen;1915;52.409883;9.596984
11993;Brand der Deurag;;52.409888;9.814615
11401;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1913;52.405275;9.584544
11782;Rammen von Spundwände in der Baugrube der Herrenhäuser Wehranlage, Hannover-Herrenhausen;1913;52.381278;9.690701
11761;Baggerarbeiten in der Baugrube der Aufstiegsschleuse, Hannover-Limmer;1913;52.384804;9.679498
11727;Baustelle der Brücke in der Leinemasch bei Hannover-Ahlem;1912;52.395972;9.667059
11874;Grundwassereinlauf in das entleerte Kanalbett am Nordufer westlich des Havelser Sperrtors, Havelse;1928;52.40691;9.590107
11593;Ãœberflutete Wiesen, Garbsen;1916;52.410021;9.595025
11795;Leineauslass bei Seelze;1913;52.401588;9.573898
11542;Ãœberflutung der nördlichen Abgrabung an der Flutbrücke und der Stünkelschen Wiese;1916;;
11464;Brücke Nr. 114 d, Hannover-Stöcken-Hannover-Vinnhorst;1913;52.422454;9.650285
11951;Auslass zur Leine;1936;52.40177;9.572446
11643;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.403087;9.815023
11613;Düker im Köllingsmoorgraben, Havelse;1913;;
11465;Brücke Nr. 117 c (Kaiserbrücke), Hannover-Vahrenwald;1912;52.407818;9.73946
11650;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.403536;9.814689
11973;Hafen, Hannover-Linden;1938;52.373316;9.685608
11661;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.403758;9.815162
11982;Unterhaupt des Riegener Dükers D 206;1938;;
11540;Brinker Hafen, Hannover-Vinnhorst;1916;52.41702;9.71309
11486;Brücke Spannhagenstrasse, Hannover-Klein Buchholz;1910;52.406556;9.781455
11688;Kanalbaustelle, Hannover-Vahrenwald;1915;52.408563;9.738101
11596;Tongruben der Ziegelei Plass, Garbsen;1915;52.413205;9.608606
11774;Leineauslass bei Lohnde;1913;52.401492;9.57355
11883;Schwindriss in der Nadellehnenschwelle der Flutbrücke, Leinetal;1928;;
11687;Kanalbaustelle, Hannover-Vahrenwald;1915;52.411334;9.728346
11396;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1912;52.403469;9.583446
11964;"Linker Hochwasserdamm mit Spundwand für Badeanstalt, Hannover;";1937;;
11442;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1914;52.404973;9.58495
11415;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1915;52.404511;9.581991
11975;Strassenbrücke Nr. 217 bei Lohnde-Seelze;1938;52.399644;9.568566
11665;Dükerbau am Eilenriedegraben, Hannover;1915;;
11957;Dedenser Brücke Nr. 213 bei Seelze;1937;52.3999009;9.5684252
11903;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4039052;9.5838874
11693;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4102546;9.7317392
11735;Baustelle der Eisenbahnüberführung bei Lohnde;1912;52.3986308;9.5595399
11974;Hafen, Hannover-Misburg;1938;52.3848072;9.8377348
11686;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4103181;9.7315062
11537;Ablagerung von Baggerboden im Altwarmbüchener Moor, Hannover-Misburg;1913;52.4271544;9.8957958
11906;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4039052;9.5838874
11700;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4105128;9.730927
11678;Dükerbau am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1915;52.4057624;9.7967703
11926;Herrenhäuser Wehr, Hannover-Herrenhausen;1932;52.4176606;9.7104228
11586;Station 45 und 50 südlich der Flutbrücke bei Seelze;1915;52.4067833;9.5899559
11411;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1915;52.4045623;9.5851328
11513;Brücke an der Schierholzstrasse, Hannover-Gross Buchholz;1913;52.4001663;9.8210412
11595;Leinehochwasser oberhalb der Kanalhauptbrücke bei der Landstrasse Seelze - Garbsen;1916;52.4060208;9.5884104
11813;Betonierungsarbeiten am Bredenbach-Düker im Zweigkanal, Seelze-Harenberg;1914;52.394851;9.5656159
11461;Brücke Nr. 114 b, Engelbostel-Hannover-Stöcken;1911;52.4226057;9.6509769
11427;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.404152;9.5844746
11458;Brücke Nr. 114 b, Engelbostel-Hannover-Stöcken;1910;52.4223517;9.6506004
11438;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1915;52.4040734;9.5841635
11607;Sperrtor, Havelse;1916;52.4139748;9.6104224
11515;Brücke an der Schierholzstrasse, Hannover-Gross Buchholz;1916;52.4002069;9.8208303
11803;Sperrtor, Eisenbahnbrücke und Lohnder Chausseebrücke bei Lohnde;1914;52.4137495;9.6094942
11690;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4095656;9.7338377
11850;Betonierungsarbeiten am Düker des Zweigkanals, Hannover-Linden;1914;52.3949898;9.5652297
11834;Kanalhauptbrücke über die Leine bei Seelze;1914;52.4066641;9.5897438
11685;Dammbruch am Eilenriedegraben, Hannover;1915;52.4052054;9.7594621
11666;Dükerbau am Eilenriedegraben, Hannover;1915;52.4050221;9.7573163
11827;Abdichtung der Sohle des Zweigkanals zwischen Station 1 und 4 der Strecke Hannover-Linden, Letter;1914;52.3961339;9.5603243
11556;Station 47 und 50 bei Garbsen;1915;52.4165886;9.6203532
11880;Beschädigungen der Uferdeckung neben der Flutbrücke, Leinetal;1928;;
11517;Brücke im Zuge des Misburger Dammes, Hannover-Misburg;1913;52.3869089;9.8352113
11573;Ãœberflutung der Maschwiesen;1916;52.3551585;9.8691056
11646;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.405518;9.8002443
11972;Seilscheibenhäuschen;1938;;
11870;Nadelbocknische und Schwelle der Kanalhauptbrücke über die Leine bei Seelze;1928;52.405284;9.5867152
11771;Baggerarbeiten im Leinebett, Hannover-Herrenhausen;1913;52.4220278;9.6456459
11410;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1915;52.4068083;9.5903129
11830;Düker in Station 11 und 20 des Zweigkanals, Hannover-Limmer;1914;52.3952771;9.5636647
11424;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.4038909;9.5836998
11480;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.4058689;9.7959826
11738;Betonieren der Sohle des Bachdurchlasses an der Lohnder Feldwegbrücke bei Lohnde;1912;52.4014809;9.5371998
11948;Sandfang Rodenberger Aue bei Rodenberg;1936;52.3075666;9.3572458
11759;Tormut in der Sohle der Uferladestelle der Gummiwerke Excelsior, Hannover-Limmer;1913;52.3836304;9.6764941
11801;Hochwasser am alten Herrenhäuser Wehr und Baugrube des neuen Herrenhäuser Wehrs, Hannover-Herrenhausen;1913;52.405109;9.7520955
11750;Baggerarbeiten am Sperrtor mit Ufermauer und Eisenbahnbrücke bei Lohnde;1913;52.4137651;9.6098017
11476;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.4053873;9.8019759
11397;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1913;52.4066027;9.589583
11588;Station 45 und 50 südlich der Flutbrücke bei Seelze;1915;52.4067275;9.5906675
11909;Ãœberschwemmungsgebiet der Leine bei Schloss Ricklingen, Garbsen;1932;52.4265251;9.4947645
14508;Hannover-Limmer, Linke Hälfte der Baugrube an der Leine- Aufstiegsschleuse mit Kompressor;1913;52.3783062;9.6815903
11772;Baggerarbeiten in der Baugrube des Herrenhäuser Wehrs, Hannover-Herrenhausen;1913;52.4226923;9.6575543
11474;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.4044919;9.8097726
11481;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1911;52.4043801;9.8095483
11787;Auslass im Leineabstiegkanal, Hannover-Limmer;1913;52.3845246;9.6806092
11887;Trogwand der Kanalhauptbrücke über die Leine bei Seelze;1928;52.4064406;9.5892681
11434;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1914;52.4058253;9.5879377
11775;Fertig montiertes Sperrtor bei Lohnde;1913;52.4137153;9.6095986
11717;Kanalbett bei Lohnde an der Abzweigstelle des Zweigkanals mit dessen fertiggestellter Sohle;1912;52.3945191;9.5668929
11980;Oberhaupt des Riegener Dükers D 206;1938;;
11526;Flutmulden von Lohnde her zur Flutbrücke;1916;52.402044;9.5789424
11602;Sperrtor, Havelse;1913;52.4136951;9.609393
11487;Brücke Spannhagenstrasse, Hannover-Klein Buchholz;1911;52.4064331;9.7812861
11829;Montage der Zylinderstütze im Oberhaupt der Aufstiegsschleuse, Hannover-Limmer;1914;52.3781279;9.6815863
11979;Oberhaupt des Riegener Dükers D 206;1938;;
11934;Kanalhauptbrücke über die Leine bei Seelze;1934;52.4070445;9.5906196
11900;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4010369;9.5743029
11422;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.4072159;9.5909755
11647;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.4052073;9.8033116
11877;Beschädigungen der Uferdeckung östlich der Lohnder Brücke bei Lohnde;1928;52.4007087;9.5400268
11525;Bahnhofsgebäude, Hannover-Vinnhorst;1913;52.4230157;9.7066825
11758;Verschalung und Betonierung der Sohle für die Uferladestelle der Gummiwerke Excelsior, Hannover-Limmer;1913;52.3829691;9.6775831
11872;Risse in der Nadellehnenschwelle der Kanalhauptbrücke über die Leine bei Seelze;1928;52.4062122;9.5889318
11649;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.4050144;9.8042703
11637;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1914;52.404386;9.8114586
11842;Montage der Ständertore im Unterhaupt der Aufstiegsschleuse, Hannover-Limmer;1914;52.3782084;9.682063
11822;Löffelbagger in Betrieb am Zweigkanal zwischen Stadion 1 und 4 der Strecke Hannover-Linden, Letter;1914;52.3957157;9.5620274
11493;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.4046217;9.8081756
11871;Abgerissene Nadellehnenschwelle der Kanalhauptbrücke über die Leine bei Seelze;1928;52.4056558;9.5876443
11776;Versetzen der Betonsteine im Sturzbett und Unterhaupt der Leineabstiegsschleuse, Hanover-Limmer;1913;52.3843788;9.6810953
11522;Brücke im Zuge des Misburger Dammes, Hannover-Misburg;1913;52.3837897;9.8390085
11904;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4017484;9.5738973
11894;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4022328;9.5731034
11403;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1913;52.4066965;9.5900154
11551;Tongrube bei Garbsen-Seelze;1916;52.4107252;9.5745249
11805;Tonverrutschungen in der Dichtungsschicht des Kanalbettes im Zweigkanal bei Seelze;1914;52.3943869;9.567873
11455;Brücke Nr. 114 b, Engelbostel-Hannover-Stöcken;1910;52.4233492;9.6892733
11580;Kartoffelverladung im Brinker Hafen, Hannover Vinnhorst;1916;52.4168162;9.7133982
11648;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.4047919;9.8063302
11590;Hochwasserauskalkungen der Schaumburgschen Abgrabung bei Schaumburg;1915;52.3013544;9.2176464
11864;Sperrtor bei Lohnde;1915;52.4137958;9.6093646
11992;Weidenpflanzungen am Leineabstiegkanal km 0,6, Hannover-Limmmer;1940;52.3828464;9.6853868
11653;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.4059831;9.7948074
11970;Beschädigung am Sperrtor, Lohnde;1937;52.4139103;9.6096704
11538;Brinker Hafen, Hannover-Vinnhorst;1916;52.4169831;9.7142672
11857;Brücke Nr. 126, Hannover-Limmer;1915;52.4127259;9.7245262
11583;Tongrube, Berenbostel;1915;52.4392401;9.6348218
11470;Brücke Nr. 117 c (Kaiserbrücke), Hannover-Vahrenwald;1913;52.4093325;9.734845
11846;Erdrutschungen des Zweigkanals bei Harenberg;1914;52.3950348;9.5644521
11853;Leineabstiegsschleuse mit Schleusenmeister-Dienstgehöft, Hannover-Limmer;1914;52.3847062;9.6800868
11705;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4085617;9.7368776
11811;Verbindungsmuffe des Druckwasserkanals bei der Aufstiegsschleuse, Hannover-Limmer;1914;52.3793218;9.6803464
11762;Rechte Hälfte der Baugrube der Leineabstiegsschleuse mit Betonmisch- und Gleisanlage, Hannover-Limmer;1913;52.3849551;9.6797006
11610;Sperrtor, Havelse;1916;52.4139164;9.6095554
11412;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1915;52.4055509;9.5872645
11568;Hafenmauer, Hannover-Misburg;1916;52.3832167;9.8566658
11999;Durch Hochwasser ausgekolktes Ufer der Leine km 26,9;1949;52.4077526;9.7395234
11471;Brücke Nr. 117 c (Kaiserbrücke), Hannover-Vahrenwald;1913;;
11473;Brücke Nr. 117 f Bothfelder Strasse, Hannover-Klein Buchholz;1912;52.4052238;9.7629642
11645;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.404818;9.8071027
11863;Sperrtor bei Lohnde;1915;52.4138645;9.6099815
11833;Eisenbetonbrücke im Zuge der Bothfelder Strasse auf der Nordseite des Kanals, Hannover-Bothfeld;1914;52.4058338;9.7628752
11520;Brücke im Zuge des Misburger Dammes, Hannover-Misburg;1913;52.3825371;9.839702
11961;Linker und rechter Hochwasserdamm der Ihme zwischen Eisenbahnbrücke, Strassenbrücke, Krankenhaus Siloah und Schützenplatz, Hannover-Linden;1937;52.3608994;9.7255748
11663;Dükerbau am Eilenriedegraben, Hannover;1915;52.4060693;9.7715943
11767;Montage der Seilscheibenhäuschen und Hauptträger des Sperrtors bei Lohnde;1913;52.4136747;9.6097884
11599;Baumgartesche Wiesen südlich des Kanals, Garbsen;1915;;
11697;Kanalbaustelle, Hannover-Vahrenwald;1915;52.4136556;9.7222499
11557;Kanalbett östlich der Brücke, Schulenburger Landstrasse, Hannover-Hainholz;1916;52.4233264;9.6917836
11558;Station 47 und 80 bei Garbsen;1915;52.42718;9.595495
11662;Dükerbau am Eilenriedegraben, Hannover;1915;52.40177;9.818934
11712;Durchlass des Lohndebachs und Eisenbahnüberführung des Lohnder Feldwegs bei Lohnde;1912;52.398249;9.55058
11429;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.403897;9.584275
11742;Widerlager zum Sperrtor bei Lohnde;1913;52.399025;9.56238
11674;Dükerbau am Lister Koppelweg, Hannover-List;1915;52.406378;9.786592
11784;Abschneiden des alten Leinebettes unterhalb des Herrenhäuser Wehrs, Hannover-Limmer;1913;52.3807141;9.691142
11988;Blechfabrik Günther Wagner südlich km 159,00, Hannover;1939;52.423262;9.685899
11660;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.403424;9.815358
11547;Station 42 und 50 bei Garbsen;1915;52.42718;9.595495
11851;Sperrtor bei Lohnde;1914;52.399025;9.56238
11783;Zuschüttung des alten Leinebettes, Hannover-Limmer;1913;52.38024;9.691417
14504;Hannover-Limmer, Untere Ansicht der Eisenbahnbrücke über das Untergerüst an der Aufstiegsschleuse ;1914;52.398502;9.559567
11766;Rammarbeiten in der Baugrube des städtischen Dükers, Hannover-Limmer;1913;52.381318;9.677989
11591;Tongruben der Ziegelei Plass und Stille, Garbsen;1916;52.43262;9.5982713
11574;Hafenmauer, Hannover-Misburg;1916;52.382874;9.85559
11594;Tongrube der Ziegelei Plass, Garbsen;1915;52.43262;9.5982713
11477;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1910;52.410535;9.802294
11433;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1914;52.403897;9.584275
11582;Wiese des Hofbesitzers L. Köhne, Havelse;1915;52.4103273;9.6037816
11612;Düker im Köllingsmoorgraben, Havelse;1913;52.421256;9.638725
11868;Abgedrückte Nadellehnenschwelle der Kanalhauptbrücke über die Leine bei Seelze;1928;52.404232;9.583951
11500;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1912;52.410535;9.802294
11978;Oberhaupt des Riegener Dükers D 206;1938;52.387496;9.3220578
11654;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1915;52.403424;9.815358
11426;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.403897;9.584275
11497;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1911;52.410535;9.802294
11695;Kanalbaustelle, Hannover-Vahrenwald;1915;52.409755;9.732686
11466;Brücke Nr. 117 c (Kaiserbrücke), Hannover-Vahrenwald;1912;52.407788;9.739467
11838;Erdrutschungen auf der linken Seite des Zweigkanals bei Letter-Seelze;1914;52.391794;9.640399
11566;Grundstück Biermann, Garbsen;1915;52.4277439;9.6095769
11950;Auslass zur Leine;1936;52.4012981;9.5738789
11844;Erdrutschungen des Zweigkanals bei Harenberg;1914;52.389413;9.618934
11418;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1916;52.4033287;9.5832217
11936;Kanalhauptbrücke über die Leine bei Seelze;1934;52.4033287;9.5832217
11823;Ausschachtungsarbeiten am Harenberger Düker, Harenberg;1914;52.389882;9.623134
11469;Brücke Nr. 117 c (Kaiserbrücke), Hannover-Vahrenwald;1913;52.407788;9.739467
11812;Brückenbau über das Unterhaupt der Aufstiegsschleuse, Hannover-Limmer;1914;52.3785714;9.6788109
11916;Schaummassen im Leinearm (Leinehafen), Hannover;1932;52.37861;9.71085
11527;Kartoffelverladung im Brinker Hafen, Hannover-Vinnhorst;1916;52.4169749;9.7140634
11683;Dükerbau am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1915;52.403424;9.815358
11847;Erdrutschungen des Zweigkanals bei Harenberg;1914;52.389413;9.618934
11399;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1913;52.4033287;9.5832217
11532;Ãœberflutung der Maschwiesen bei Garbsen;1916;52.427233;9.594879
11559;Kanalbett Schulenburger Landstrasse, Hannover-Hainholz;1916;52.4152117;9.6978653
11616;Baustelle Spannhagendüker, Hannover-Klein-Buchholz;1914;52.406269;9.776967
11553;Grundstücke der Garbsener Einwohner Plass und Dröge bei Stadion 47, Garbsen;1915;52.426875;9.595055
11981;Unterhaupt des Riegener Dükers D 206;1938;52.388353;9.3218483
11959;Abfluss des rechten Hochwasserdammes beim Schnellen Graben, Hannover-Calenberger Neustadt;1937;52.354177;9.7316701
11420;Baustelle und verschiedene Bauabschnitte der Kanalflutbrücke über die Leine bei Seelze;1913;52.403897;9.584275
11862;Sperrtor bei Lohnde;1915;52.399025;9.56238
11529;Ãœberflutung Station 44 bei Garbsen;1916;52.426875;9.595055
11952;Auslass zur Leine;1936;52.4012981;9.5738789
11605;Sperrtor, Havelse;1913;52.413846;9.609677
11489;Brücke Spannhagenstrasse, Hannover-Klein Buchholz;1912;52.406475;9.78127
11630;Dükerbau bei der Kanalstrecke, Hannover-Vahrenwald;1914;52.410937;9.729666
11815;Wasserbauwart-Dienstgehöft bei Lohnde;1914;52.399279;9.563965
11571;Hafenmauer, Hannover-Misburg;1916;52.382874;9.85559
11802;Schutzvorrichtungen in der Baugrube des neuen Herrenhäuser Wehrs gegen Hochwasserdurchbruch, Hannover-Herrenhausen;1913;52.3807141;9.691142
11780;Ausmauerung und Verschalung der Kanäle des städtischen Dükers in Station 5 und 11 des Leineabstiegskanals, Hannover-Limmer;1913;52.382617;9.685769
11854;Aufstiegsschleuse mit Schleusenmeister-Dienstgehöft, Hannover-Limmer;1914;52.35462;9.737284
11549;Ãœberflutung der Abgrabung südlich der Flutbrücke und gefüllte Flutmulde neben der alten Strasse, Garbsen-Seelze;1916;52.4068829;9.587996
11944;Sandfang Rodenberger Aue bei Rodenberg;1936;52.389333;9.3502537
11946;Sandfang Rodenberger Aue bei Rodenberg;1936;52.389333;9.3502537
11875;Versackung der Pflasterung an der Nordböschung neben dem Havelser Sperrtor, Havelse;1928;52.413846;9.609677
11908;Sturzwellen des Leineauslasses km 50,7 bei Lohnde;1932;52.4012981;9.5738789
11747;Widerlager bei Lohnde;1913;52.40002;9.568366
11676;Dükerbau am Lister Koppelweg, Hannover-List;1915;52.406378;9.786592
11737;Baggerarbeiten am Kanalbett des Zweigkanals Linden bei Seelze-Almhorst;1912;52.391715;9.578979
11821;Dükerbau beim Leineabstiegkanal, Hannover-Limmer;1914;52.382617;9.685769
11932;"Motorboot ""Ihme""";1933;;
11789;Uferladestelle der Gummiwerke Excelsior, Hannover-Limmer;1913;52.382103;9.677635
11888;Trogwand der Kanalhauptbrücke über die Leine bei Seelze;1928;52.4033287;9.5832217
11516;Brücke an der Schierholzstrasse, Hannover-Gross Buchholz;1916;52.4000795;9.8186326
11843;Erdrutschungen des Zweigkanals bei Harenberg;1914;52.389413;9.618934
11963;Linker und rechter Hochwasserdamm der Ihme mit Transportbrücke, Hannover-Linden;1937;52.353058;9.7292717
11669;Dükerbau am Eilenriedegraben, Hannover;1915;52.40177;9.818934
11459;Brücke Nr. 114 b, Engelbostel-Hannover-Stöcken;1910;52.422591;9.650617
11719;Westliches Widerlager bei Lohnde mit der Ãœberführung der Verbindungsbahn Seelze-Hannover-Vinnhorst;1912;52.398634;9.559655
11911;Hochwasserschäden am Auslass zur Leine km 150,8;1932;52.4012981;9.5738789
11947;Sandfang Rodenberger Aue bei Rodenberg;1936;52.389333;9.3502537
11837;Leineabstiegkanal und Verlegung der Leine, Hannover-Limmer;1914;52.382617;9.685769
11541;Baggerarbeiten Alte Gehägestrasse, Hannover-Misburg;1913;52.384498;9.83397
11799;Verschalung der Umläufe im Oberhaupt der Aufstiegsschleuse, Hannover-Limmer;1913;52.35462;9.737284
11730;Döteberger Brücke bei Seelze-Döteberg;1912;52.389213;9.597624
11656;Dükerbau des Schiffgrabens, Hannover-Klein Buchholz;1914;52.403424;9.815358
11910;Leinehochwasser an der Kanalhauptbrücke bei Seelze;1932;52.4033287;9.5832217
11409;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1914;52.4033287;9.5832217
11828;Montage der Zylinderstütze im Oberhaupt der Aufstiegsschleuse, Hannover-Limmer;1914;52.35462;9.737284
11539;Bauwart-Dienstgehöft am Lister Mühlenweg, Hannover-List;1913;52.3878609;9.8335139
11939;Spundwandsicherung beim Südaue-Durchlass;1935;52.393017;9.4215317
11794;Ufermauern und Sturzbett der Herrenhäuser Wehranlage, Hannover-Herrenhausen;1913;52.3807141;9.691142
11604;Sperrtor, Havelse;1913;52.413846;9.609677
11849;Bei Baggerarbeiten gefundene Ammoniten-Versteinerungen, Hannover-Linden;1914;52.365779;9.695469
11454;Brücke Nr. 114 b, Engelbostel-Hannover-Stöcken;1910;52.422591;9.650617
11402;Baustelle der Kanalhauptbrücke über die Leine bei Seelze;1913;52.4033287;9.5832217
11533;Kartoffelverladung im Brinker Hafen, Hannover-Vinnhorst;1916;52.4169749;9.7140634
11502;Brücke am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1912;52.410535;9.802294
11971;Beschädigung am Sperrtor, Lohnde;1937;52.399077;9.562401
11933;Angeschwemmte Zellulose am Herrenhäuser Wehr, Hannover-Herrenhausen;1933;52.3807141;9.691142
11793;Betonierung der Schleusensohle in der Aufstiegsschleuse, Hannover-Limmer;1913;52.35462;9.737284
11748;Rammarbeiten beim Durchlass des Seelzer Grabens bei Lohnde;1913;52.414696;9.719095
11692;Kanalbaustelle, Hannover-Vahrenwald;1915;52.409755;9.732686
11744;Herstellung des Widerlagers der Lohnder Landstrassenbrücke bei Lohnde;1913;52.399929;9.568475
11519;Brücke im Zuge des Misburger Dammes, Hannover-Misburg;1913;52.358994;9.866082
14509;Hannover-Limmer, Aufstiegsschleuse;1914;52.35462;9.737284
11713;Durchlass des Lohndebachs und Eisenbahnüberführung des Lohnder Feldwegs bei Lohnde;1912;52.398249;9.55058
11778;Eiseneinlagen der Sohle und Kammerwände der Leineaufstiegsschleuse, Hannover-Limmer;1913;52.35462;9.737284
11598;Gemarkung, Havelse;1915;52.407712;9.596138
11902;Umbau des Leineauslasses km 150,7 bei Lohnde;1928;52.4012981;9.5738789
11680;Dükerbau am Klein-Buchholzer Koppelweg, Hannover-Klein Buchholz;1915;52.403424;9.815358
11677;Dükerbau am Lister Koppelweg, Hannover-List;1915;52.406378;9.786592
11855;Herrenhäuser Wehranlage, Hannover-Herrenhausen;1914;52.3807141;9.691142
11530;Kartoffelverladung im Brinker Hafen, Hannover-Vinnhorst;1916;52.4169749;9.7140634
